Id;Author;Title;Publisher;Year;Pages;Storage;Notes;CottageNumber
2393;Немировский А.И.;Этруски. От мифа к истории.;М.;1983;262;42;ил., карт.;
2394;Землянов В.М.;Своя контрразведка: Практическое пособие.;Мн.;2002;416;42;;
2395;Борисовский Н.Я., Галушенко В.Т., Стеценко В.М., Держаков Н.В.;Ваш виноградник. Справочное пособие.;Донецк;1998;336;42;;
2396;Симбирцев И.;Первая спецслужба России. Тайная канцелярия Петра I и её преемники. 1718 - 1825.;М.;2006;400;42;;
2397;Симбирцев И.;Третье отделение. Первый опыт создания профессиональной спейслужбы в Российской империи. 1826 - 1880.;М.;2006;384;42;;
2398;Симбирцев И.;На страже трона. Политический сыск при последних Романовых. 1880 - 1917.;М.;2006;430;42;;
2399;Макаревич Э.Ф.;Политический сыск. Истории, судьбы, версии.;М.;2002;432;42;;
2400;Ляховский А.А.;Зачарованные свободой: Тайны кавказских войн: Информация. Анализ. Выводы.;М.;2006;640;42;96 с. ил.;
2401;Энгл Э., Паананен Л.;Советско-финская война. Прорыв линии Маннергейма. 1939 - 1940. Пер. с англ.;М.;2006;240;42;;
2402;Авт.-сост. Потапов П.П.;Борьба с НВФ - негосударственными вооруженными формированиями.;Мн.;2007;448;42;;
2403;Ананьев А.А.;Лики бессмертной власти. Царь Иоанн Грозный. Роман.;М.;1994;624;42;;
2404;Тарас А.Е.;Так сражается SAS.;Мн.;2003;336;42;;
2405;Петров М.Н.;Механизмы государственных переворотов. Историко-теоретическое исследование.;М.;2005;400;42;;
2406;Прозоров Л.;Язычники крещеной Руси. Повести Черных лет.;М.;2006;320;42;;
2407;Старков Б.А.;Охотники на шпионов. Контрразведка Российской империи 1903 - 1914.;Спб.;2006;304;42;ил.;
2408;Степаков В.;"Русские диверсанты против ""кукушек"".";М.;2004;416;42;ил.;
2409;Беккер Каюс.;Люфтваффе: рабочая высота 4000 метров. Пер. с нем.;Смоленск.;2004;640;42;ил.;
2410;Ямщиков С.В.;Возврату не подлежит! Трофеи Второй мировой.;М.;2006;256;42;;
2411;Кожинов В.В.;Наследники победы.;М.;2007;480;42;;
2412;Красиков В.А.;Неизвестная война Петра Великого.;Спб.;2005;480;42;;
2413;Ошмарин П.Г., Пикунов Д.Г.;Следы в природе.;М.;1990;296;42;ил.;
2414;Зенгер Х. фон.;Стратагемы. О китайском искусстве жить и выживать. Том 2.;М.;2004;1024;42;;
2415;Гребенников Е.А.;Дедушкины советы пчеловоду.;Мн.;2012;256;43;ил.;
2416;Верхотуров Д.Н.;Идея сибирской самостоятельности вчера и сегодня.;М.;2009;332;43;;
2417;;Цветы сливы в золотой вазе, или Цзинь, Пин, Мэй. Роман. Пер. с кит.;М.;2007;976;43;;
2418;Лоза А.В.;Не изменяя присяге.;М.;2012;352;43;;
2419;Чуйков А.Н.;Реформы российской армии от Петра до Сердюкова.;М.;2012;288;43;;
2420;Павлищева Н.П.;Запрещенная Русь. 10 тысяч лет нашей истории.;М.;2012;320;43;;
2421;Богданов А.П.;Несостоявшейся император Федор Алексеевич.;М.;2009;320;43;;
2422;Янковский М., Янковский Ю., Янковский В.;Нэнуни. Дальневосточная одиссея.;Владивосток.;2012;640;43;;
2423;Янковский В.;От Сидеми до Новины. Дальневосточная сага.;Владивосток.;2011;608;43;;
2424;Рунов В.А.;"Вермахт ""непобедимый и легендарный."" Военное искусство Рейха.";М.;2011;416;43;;
2425;Анташкевич Е.М.;Харбин. Роман.;М.;2;784;43;;
2426;Прозоров Л.Р.;Исконные боги Руси: Ложь и правда о Русском Язычестве.;М.;2012;320;43;;
2427;Претор-Пинни Г.;Занимательное волноведение. Волнения и колебания вокруг нас.;М.;2012;416;43;;
2428;Филиппов В.В.;Батыево нашествие. Как очерняют нашу историю.;М.;2012;576;43;;
2429;Венков А.В.;Вёшенское востание.;М.;2012;336;43;ил.;
2430;Зимин И.В.;Зимний дворец. Люди и стены. История императорской резиденции. 1762 - 1917.;М.;2012;478;43;;
2431;Шелленберг В.;В паутине СД. Мемуары.;М.;2012;448;43;ил.;
2432;Жуков Д.А.;РННА. Враг в советской форме.;М.;2012;336;43;ил.;
2433;Рогозин Д.О.;Враг народа.;М.;2012;448;43;;
2434;Чванов М.А.;Загадка штурмана Альбанова. Сенсационные находки в Арктике.;М.;2012;400;43;ил.;
2435;Саррацин Т.;Германия: самоликвидация. Пер. с нем.;М.;2012;400;43;;
2436;Дюков А.Р.;Кто командовал советскими партизанами. Организованный хаос;М.;2012;304;43;ил.;
2437;Ламерс Й.П.;Японский тиран. Новый взгляд на японского полководца Ода Нобунага. Пер. с англ.;Спб.;2012;352;2;ил.;
2438;Шамбаров В.Е.;Великие империи Древней Руси.;М.;2012;400;43;;
2439;Поляков В.Е.;"Страшная правда о Великой Отечественной. Партизаны без грифа ""Секретно"". - Изд. 2-е, доп. и исправл.";М.;2011;448;43;;
2440;Ермаков С.Э., Гаврилов Д.А.;Священное опьянение. Языческие таинства Хмеля.;М.;2012;288;43;;
2441;Тобольский А.;Экспансия иностранного шпионажа. Угроза модернизации России.;М.;2011;496;43;;
2442;Риксон Фред Б.;Коды, шифры, сигналы и тайная передача информации. Пер. с англ.;М.;2011;656;43;ил.;
2443;Тимофеев А.Ю.;Четники. Королевская армия.;М.;2012;304;43;ил.;
2444;Рубцов Ю.В.;Генеральская правда.1941 -1945.;М.;2012;416;43;ил.;
2445;Ливеровский А.А.;Озеро Тихое. Повести и рассказы.;Л.;1980;448;43;ил.;
2446;Штейнер Е.С.;Приближение к Фудзияме.;М.;2011;360;2;ил.;
2447;Прозоров Л.;Языческая Русь против карателей.;М.;2011;352;43;;
2448;Жуков Г.К.;Воспоминания и размышления. В 2 т. Т.1. Изд. 13, исправл. и доп. По рукописям автора.;М.;2010;416;43;ил.;
2449;Жуков Г.К.;Воспоминания и размышления. В 2 т. Т. 2. Изд. 13, исправл. и доп.  по рукописям автора.;М.;2010;416;43;ил.;
2450;Сост. Гродненский Н.Н.;Первая чеченская . Вторая чеченская.;Мн.;2012;480;43;;
2451;;Конструктор боевых машин.;Л.;1988;382;43;ил.;
2452;Цветков С.;Русская земля. Между язычеством и христианством. От князя Игоря до сына его Святослава.;М.;2012;462;43;ил.;
2453;Ковальчук Ю.С.;Наблюдая за японцами. Скрытые правила поведения.;М.;2011;272;43;;
2454;Жирохов М.А.;Меч и огонь Карабаха. Хроника незаметной войны. 1988 - 1994.;М.;2012;286;43;;
2455;Егорин А.З.;Неизвестный Каддафи: дойный верблюд Запада.;М.;2011;240;43;;
2456;Кожинов В.;От Византии до Орды: история Руси и русского слова.;М.;2011;560;43;( есть 2 книги).;
2457;Грей Дж. Г.;История Древнего Китая. Пер. с англ.;М.;2006;606;43;;
2458;Струков Д.Б.;Столыпин.;М.;2012;544;2;ил.;
2459;Сост. Потапов П.П.;НВФ. Боевые действия на Кавказе.;Мн.;2010;288;43;;
2460;Сост. Потапов П.П.;Борьба с НВФ.СССР, Россия и НАТО в локальных конфликтах.;Мн.;2010;352;43;;
2461;Грибков И.В., Жуков Д.А., Ковтун И.И.;"Особый штаб ""Россия"".";М.;2011;464;43;ил.;
2462;Панюшкин В.;Код Кощея: Русские сказки глазами юриста.;М.;2012;132;43;;
2463;Брусникин А.;Белона. Роман.;М.;2012;448;43;;
2464;Хольмстон-Смысловский Б.А.;Первая Русская национальная армия против СССР. Война и политика.;М.;2011;400;43;ил.;
2465;Терещенко А.С.;Абакумов. Жизнь , СМЕРШ и смерть.;М.;2012;448;43;ил.;
2466;Петров М.Н.;Как уничтожать террористов. Действия штурмовых групп (Практическое пособие).;Мн.;2012;320;43;ил.;
2467;Кваша Г.С.;Теория войн.;М.;2011;384;45;;
2468;Жирмунская Н.М.;Тайная жизнь вредителей.;Спб.;2008;160;43;;
2469;Язов Д.Т.;Август 1991. Где была армия?;М.;2011;240;43;;
2470;Веллер М.;Человек в системе.;М.;2010;576;43;;
2471;Петрова М.И.;Пироги по-домашнему.;М.;2005;304;43;;
2472;Григорьева Т.П.;Япония: путь сердца.;М.;2008;392;43;ил.;
2473;Шульц Д.Б.;Моя жизнь среди индейцев.;М.;1962;310;43;;
2474;Жмакин М.С.;Все о вредителях, сорниках и болезнях растений.;М.;2011;256;43;ил.;
2475;Швейцер П.;Тайная стратегия развала СССР.;М.;2010;304;43;;
2476;Солдатов А., Бороган И.;Новое дворянство: Очерки истории ФСБ.;М.;2011;298;43;;
2477;Рыбаков Б.А.;Рождение Руси.;М.;2012;352;43;;
2478;Шапошников Б.М.;Битва за Москву. Решающее сражение Великой Отечественной.;М.;2011;640;43;;
2479;Удовицкий А.С.;Картошка. Умные советы для богатого урожая.;Ростов н/Д.;2012;224;43;ил.;
2480;Александров С.В.;Смоленская осада. 1609 - 1611.;М.;2011;304;43;ил.;
2481;Витте С.Ю.;Воспоминания. Полное издание в одном томе.;М.;2010;1248;43;ил.;
2482;Климковский Е.;"""Гнуснейшие из гнусных"". Записки адъютанта генерала Андерса.";М.;2011;384;43;ил.;
2483;Бородовский А.П., Горохов С.В.;Умревинский острог. Археологические исследования 2002 - 2009гг.;Новосибирск;2009;244;43;;
2484;;Заратустра. Учение огня. Гаты и молитвы.;М.;2010;496;43;;
2485;Кара-Мурза С.Г.;Ошибка Столыпина. Премьер, перевернувший Россию.;М.;2011;224;43;;
2486;Ван Тиен Зунг.;Великая победа весной семьдесят пятого. Мемуары. Пер. с вьет.;М.;1980;248;43;Ил., схемы.;
2487;Павлов Д.Б.;Японские деньги и первая русская революция.;М.;2011;288;43;ил.;
2488;Титарев В.М.;Календарь пчеловода.;М.;2012;128;43;;
2489;Левкиевская Е.Е.;В краю домовых и леших. Персонажи русских мифов.;М.;2009;264;43;ил.;
2490;Песков В.М.;Таёжный тупик.;М.;2007;224;43;ил.;
2491;Иванов Ю.Г.;Чай: секреты любимого напитка.;Смоленск;2002;448;43;;
2492;Долгов В.В., Савинов М.А.;Храбры Древней Руси. Русские дружины в бою.;М.;2010;384;43;;
2493;Чертилов А.;Кругобайкальская железная дорога: краткий путеводитель.- 2-е изд.;Иркутск;2004;72;43;ил.;
2494;Волков С.;Призрак золотого эшелона Колчака. Кругобайкальская железная дорога.;Иркутск;2012;220;43;;
2495;Сыщиков А.Д.;Лексика крестьянского деревянного строительства. Материалы к словарю.;Спб.;2006;292;43;;
2496;Юзефович Л.;Путь посла. Русский посольский обычай. Обиход. Этикет. Церемониал.;Спб.;2007;344;43;;
2497;Яров С.В.;Блокадная этика. Представления о морали в Ленинграде в 1941 - 1942 гг.;М.;2012;604;43;;
2498;Алешкин П.Ф.;Крестьянские восстания в России в 1918 - 1922 гг. От махновщины до антоновщины.;М.;2012;400;43;ил.;
2499;;Хочешь мира, победи мятежевойну! Творческое наследие Е.Э. Месснера.;М.;2005;696;43;ил.;
2500;;Грозное оружие: Малая война, партизанство и другие виды асимметричного воевания в свете наследия русских военных мыслителей.;М.;2007;760;43;;
2501;Пуликовский К.;Украденое возмездие.;М.;2010;288;43;;
2502;Куланов А.;Обратная сторона Японии.;М.;2011;352;43;;
2503;Вдовин А.И.;Подлинная история русских. ХХ век.;М.;2010;432;43;;
2504;Габриэль Ричард А.;Ганнибал. Военная биография величайшего врага Рима. Пер. с англ.;М.;2012;318;45;;
2505;Ред -сост. Соловьев А.;Шпионы среди нас: секретные материалы.;М.;2011;368;43;;
2506;;Танки в войне. Хрестоматия.;М.;2011;480;43;;
2507;;Как выжить и победить в Чечне.;М.;2011;320;43;;
2508;Жирохов М.А.;Пылающие небеса. Боевая авиация В Чеченской войне.;М.;2011;320;43;;
2509;Казаченко Б.Н.;Русское родство: прошлое и настоящее.;М.;2010;304;43;;
2510;Рейтлингер Дж.;Цена предательства. Сотрудничество с врагом на оккупированных территориях СССР. 1941 - 1945. Пер. с англ.;М.;2011;544;43;;
2511;Владимиров К.;Пчелы на садово-огородном участке.;М.;2004;224;43;;
2512;Коптев В.С.;Технология разведения и содержания сильных пчелинных семей. 2-е изд., перераб. и доп.;М.;1993;112;43;;
2513;Криков В.В.;Как повысить доходность пасеки.;Ростов н/Д.;2003;416;43;цв. илл.;
2514;Граф Г.К.;Флот и война. Балтийский флот в Первую мировую.;М.;2011;320;43;ил.;
2515;Граф Г.К.;Революция и флот. Балтийский флот в 1917 - 1918 гг.;М.;2011;320;43;ил.;
2516;Кашковский В.Г.;Технология ухода за пчелами.;Новосибирск;1989;224;43;;
2517;Авт.-сост. Круковер В.;типичные ошибки пчеловода. 100 ответов на 100 вопросов.;М.;2006;144;43;ил.;
2518;Клягин А.П.;Страна возможностей необычайных. Рассказы.;Новосибирск;2010;376;43;;
2519;Болтунов М.Е.;"""Золотое ухо"" военной разведки.";М.;2011;368;43;ил.;
2520;Гелен Р.;"Отдел ""Восток"": тайные операции западных спецслужб против СССР. Пер. с нем.";М.;2011;240;43;;
2521;Ильяев М.;Уроки искусного резчика. Вырезаем из дерева фигурки дюдей и животных, посуду, статуэтки.;М.;2011;346;43;ил.;
2522;Савельев А.;1612. Минин и Пожарский. Преодоление смуты. 400 лет борьбы русского государства против самозванцев, цареубийц, мятежников, революционеров и террористов.;М.;2013;352;43;;
2523;;Почему Гитлер проиграл войну? Немецкий взгляд.;М.;2012;384;43;;
2524;Вступю статья, сост. В.А. Кошелева.;Воспоминания русских крестьян ХVIII - первой половины XIX века;М.;2006;784;43;ил.;
2525;Сандлер Г.Ф.;Зимняя война.;М.;2012;208;43;ил.;
2526;Курбанов С.У.;Партизанская война 1812 г.;М.;2012;272;43;ил.;
2527;Чудинов В.А.;Что мы знаем об этруссках.;М.;2012;544;43;ил.;
2528;Швейковская Е.Н.;Русский крестьянин в доме и мире: северная деревня конца XVI - начала XVII века.;М.;2012;368;43;;
2529;Шамбаров В.Е.;Выбор веры, или Войны языческой Руси.;М.;2011;352;43;;
2530;Акунов В.В.;Военно-духовные ордена Востока.;М.;2012;352;43;ил.;
2531;Прокопенко И.С.;Чеченский капкан: между предательством и героизмом.;М.;2011;448;43;;
2532;Долгов В., Савинов М.;Дружиники Древней Руси. Русские рати в бою.;М.;2012;384;43;ил.;
2533;Гойченко Д.Д.;Сквозь раскулачивание и Голодомор. Свидетельство очевидца.;М.;2006;376;43;;
2534;Юй Хуа;Десять слов про Китай.;М.;2012;220;43;;
2535;Павленко В.Н., Таглин С.А.;Общая и прикладная этнопсихология.;М.;2005;483;43;;
2536;Граф Г.К.;Моряки. Очерки из жизни морского офицера. 1897 -1905 гг.;М.;2012;320;43;ил.;
2537;Бондалетов В.Д.;В.И. Даль и тайные языки в России. 2-е изд., испр.;М.;2005;456;43;;
2538;Гамильтон Ян.;Записная книжка штабного офицера во время русско-японской войны.;М.;2000;256;43;;
2539;Гаджиев К.С.;"""Большая игра"" на Кавказе. Вчера, сегодня, завтра.";М.;2012;344;43;;
2540;Лиддел Гарт, Б.;Стратегия непрямых действий. Пер. с англ.;М.;2012;508;43;;
2541;Шигин В.В.;Герои русского броненосного флота.;М.;2012;336;43;ил.;
2542;Миронов И.Б.;Аляска преданная и проданная. История дворцового заговора. Изд. 3-е, доп.;М.;2013;288;43;;
2543;Атаманенко И.Г.;КГБ. Последний аргумент.;М.;2012;288;43;ил.;
2544;;Русско-японская война: От Владивостока до Цусимы. Пер. с япон. А.Воскресенского.;м.;2004;608;8;;
2545;Сергеев Е.Ю.;Большая игра, 1856 - 1907: мифы и реалии российско-британских отношений в Центральной и Восточной Азии.;М.;2012;454;43;8 вкл.;
2546;Эллис Ш.;Свой среди волков.;М.;2012;352;43;;
2547;Брилёв С.;Забытые союзники во Второй мировой войне.;М.;2012;712;43;;
2548;Иванов А.;Увидеть русский бунт.;М.;2012;320;43;ил.;
2549;Иванов А.;Хребет России.;Спб.;2012;272;43;ил.;
2550;Хантер Э.;Четвертый оруженосец. Пер. с англ.;М.;2011;320;43;Коты-воители.;
2551;Хантер Э.;Долгое эхо. Пер. с англ.;М.;2011;352;43;Коты-воители.;
2552;Хантер Э.;Голоса в ночи. Пер. с англ.;М.;2012;352;43;Коты-воители.;
2553;Хантер Э.;Миссия Огнезвезда. Искупление. Пер. с англ.;М.;2012;320;43;Коты-воители.;
2554;Хантер Э.;Миссия Огнезвезда. Возрождение. Пер. с англ.;М.;2012;320;43;Коты-воители.;
2555;Хантер Э.;Пророчество Синей Звезды. Начало. Пер. с англ.;М.;2011;320;43;Коты-воители.;
2556;Хантер Э.;Пророчество Синей Звезды. Выбор. Пер. с англ.;М.;2011;320;43;Коты воители.;
2557;Федотов Е.;Кошки-мышки.;Спб.;2011;80;43;;
2558;Губерман И.М.;Гарики из Атлантиды. Пожилые записки.;М.;2011;475;43;;
2559;Тофилд Саймон;Кот Саймона сам по себе.;М.;2012;;43;;
2560;Тофилд Саймон.;Кот Саймона. Испытание котенком.;М.;2012;;43;;
2561;Тофилд С.;Кот Саймона: игоа без правил.;М.;2012;96;43;ил.;
2562;Пратчетт Т.;Последний герой. Сказание о плоском мире. Пер. с англ.;М.;2011;160;43;ил.;
2563;Пратчетт Т.;Цвет волшебства. Фантастический роман. Пер. с англ.;М.;2012;320;43;;
2564;Пратчетт Т.;Безумная звезда. Фантастический роман. Пер. с англ.;М.;2011;320;43;;
2565;Пратчетт Т.;Мор, ученик Смерти. Фантастический роман. Пер. с англ.;М.;2012;384;43;;
2566;Пратчетт Т.;Вещие сестрички. Фантастический роман. Пер. с англ.;М.;2011;416;43;;
2567;Пратчетт Т.;Стража! Стража! Фантастический роман. Пер. с англ.;М.;2012;480;43;;
2568;Пратчетт Т.;Мрачный Жнец. Фантастический роман. Пер. с англ.;М.;2012;416;43;2 экз.;
2569;Пратчетт Т.;Ведьмы за границей. Фантастический роман. Пер. с англ.;М.;2012;416;43;;
2570;Пратчетт Т.;Дамы и Господа. Фантастический роман. Пер. с англ.;М.;2011;448;43;;
2571;Пратчетт Т.;Эрик, а также Ночная стража, ведьмы и Коэн-варвар. Фантастический роман. Пер. с англ.;М.;2012;384;43;;
2572;Пратчетт Т.;Роковая музыка. Фантастический роман. Пер. с англ.;М.;2012;480;43;;
2573;Пратчетт Т.;Интересные времена. Фантастический роман. Пер. с англ.;М.;2010;480;43;;
2574;Пратчетт Т.;Патриот. Фантастический роман. Пер. с англ.;М.;2010;544;43;;
2575;Пратчетт Т.;Последний континент. Фантастический роман. Пер. с англ.;М.;2012;480;43;;
2576;Пратчетт Т.;Пятый элефант. Фантастический роман. Пер. с англ.;М.;2012;576;43;;
2577;Пратчетт Т.;Ночная стража. Фантастический роман. Пер. с англ.;М.;2012;528;43;;
2578;Пратчетт Т.;Пирамиды. Фантастический роман. Пер. с англ.;М.;2012;416;43;;
2579;Пратчетт Т.;Маскарад. Фантастический роман. Пер. с англ.;М.;2012;416;43;;
2580;Пратчетт Т.;Санта-Хрякус. Фантастический роман. Пер. с англ.;М.;2012;480;43;;
2581;Пратчетт Т.;Пехотная баллада. Фантастический роман. Пер. с англ.;М.;2013;448;43;;
2582;Пратчетт Т.;К оружию! К оружию! Фантастический роман.;М.;2013;480;43;;
2583;Пратчетт Т.;Правда. Фантастический роман.;М.;2008;512;43;;
2584;Пратчетт Т.;Ночная Стража. Фантастический роман.;М.;2012;512;43;;
2585;Пратчетт Т.;Вор Времени. Фантастический роман.;М.;2013;480;43;;
2586;Пратчетт Т.;Благие знамения. Фантастический роман.;М.;2013;512;43;;
2587;Pratchett T.;Thud!;Corgi books;2006;464;43;;
2588;Pratchett T.;Going postal;Corgi books;2010;480;43;;
2589;Граф Г.К.;Императорский Балтийский флот между двумя войнами 1906 - 1914 гг.;М.;2013;320;43;ил.;
2590;Анташкевич Е.М.;33 рассказа о китайском полицейском поручике Сорокине. Роман.;М.;2013;528;43;;
2591;Батюшин Н.С.;У истоков русской контрразведки. Сборник документов и материалов.;М.;2007;496;43;ил.;
2592;Лекутер, Пенни;Пуговицы Наполеона: семнадцать молекул, которые изменили мир.;М.;2013;448;43;;
2593;Тюрин А.;Русские - успешный народ.;Спб.;2013;384;43;;
2594;Казарин А.А., Курдюмов Н.И.;Дневники умного дачника.;Ростов н/Д.;2013;544;43;ил.;
2595;Казарезов В.В.;Крестьяне в произведениях русских писателей.;М.;2012;416;43;ил.;
2596;Головнин В.М.;Записки капитана флота.;М.;2012;480;43;ил.;
2597;;Русско - японская война: От Владивостока до Цусимы. Пер. с япон. А. Воскресенского.;М.;2004;606;43;;
2598;Махлаюк А., Негин А.;Римские легионы в бою.;М.;2012;512;43;;
2599;Толочко П.П.;Власть в Древней Руси. X - XIII века.;Спб.;2011;200;43;;
2600;Бердинских В.;Речи немых. Повседневная жизнь русского крестьянина XX веке.;М;2011;328;43;;
2601;Угрешич Д.;Снесла Баба Яга яичко. Роман.;М.;2011;448;43;;
2602;Иванов А.;Псоглавцы. Роман.;Спб.;2012;352;43;;
2603;Херст Д.;Закон волков. Роман. Пер. с англ.;М.;2010;316;43;;
2604;Виленов В.;Неизвестные страницы истории российского флота.;М.;2012;336;43;ил.;
2605;Мидлер П.;Плохо сделано в Китае. Пер. с англ.;Спб.;2012;304;43;;
2606;Люттвак Э.Н.;Государственный переворот. Практическое пособие. Пер. с англ.;М.;2012;326;43;;
2607;Долгов В.В.;"Сокровенная жизнь Древней Руси. ""Мы одной крови!""";М.;2013;512;43;;
2608;Бешанов В.В.;"""По своим артиллерия бьет…"". Слепые боги войны.";М.;2013;448;43;;
2609;Ши Най-ань;Речные заводи. Роман в двух томах. Т. 1.;М.;2008;548;43;;
2610;Ши Най-ань;Речные заводи. Роман в двух томах. Т. 2.;М.;2008;688;43;;
2611;Денисон Э., Стюарт Й.;Как читать мосты. Интенсивный курс по истории создания мостов.;М.;2012;256;43;ил.;
2612;Энгельгардт А.Н.;Письма из деревни.;М.;2010;560;43;;
2613;Левыкин К.Г.;Деревня Левыкино и её обитатели.;М.;2002;408;43;ил.;
2614;Куркин Б.А.;"Оперативное дело ""Ревизоръ"". ( Опыт криминального расследования).";М.;2011;202;43;;
2615;Никитенко Г.Ю., Соболь В.Д.;Дома и люди Васильевского острова.;М.;2013;735;43;;
2616;Панченко А.М.;Парадоксы русской истории.;Спб.;2012;504;43;;
2617;Бурдин Е.А.;Волжский каскад ГЭС: триумф и трагедия России.;М.;2011;398;43;ил.;
2618;Задорнов М.Н.;Князь Рюрик: Откуда пошла земля Русская.;М.;2013;240;43;;
2619;Кулишер И.М.;История русского хозяйства. 3-е изд.;Челябинск;2012;746;43;;
2620;Мелтон К., Уоллес Р., Шлезингер Г.;Искусство шпионажа: Тайная история спецтехники WHE/;М.;2013;470;43;;
2621;Азясский Н.Ф., Долгий М.С., Князьков А.С., Пережогин В.А., Чернов Ю.И.;Партизанское движение ( По опыту Великой Отечественной войны 1941 - 1945 гг.);М.;2001;464;43;16 л. ил.;
2622;Чингисхан;Сокровенное сказание.;М.;2012;480;43;ил.;
2623;Янчевецкий Д.Г.;У стен недвижного Китая.;М.;2013;480;43;ил.;
2624;Ястребинская Г.А.;Таёжная деревня Кобелево. История советской деревни в голосах крестьян: 1992 - 2002.;М.;2005;348;43;ил.;
2625;Под  ред. Л.Л. Касаткина.;Русская деревня в рассказах её жителей.;М.;2010;512;43;;
2626;Балашов Д.М.;"Господин Великий Новгород: ист. повесть; Марфа-посадница: ист. роман.";М.;2009;640;43;;
2627;Балашов Д.М.;Бремя власти: ист. роман.;М.;2010;460;43;;
2628;Ваупшасов С.А.;На тревожных перекрестках. Записки чекиста.;М.;1972;464;43;ил.;
2629;Бердинских В.А.;Ремесло историка в России.;М.;2009;608;43;ил.;
2630;Гаврилова А.С.;Языческие свадьбы славян.;М.;2013;320;10;;
2631;Прасол А.;От Эдо до Токио и обратно: культура, быт и нравы Японии эпохи Токугава.;М.;2012;528;43;;
2632;Курдюмов Н.И., Железов В.К.;Умный сад. Как перехитрить климат.;Ростов н/Д.;2013;352;43;ил.;
2633;Роднина И.;Слеза чемпионки.;М.;2013;384;43;ил.;
2634;Инаба Чихару;Японский резидент против Российской империи. Полковник Акаси Мотодзиро и его миссия 1904 - 1905 гг. Пер. с японского.;М.;2013;192;44;ил.;
2635;Гриценко В., Калинин В.;"5091/503. История ""мертвой дороги"". Изд. 2-е.";Екатеринбург;2012;240;44;ил.;
2636;Терещенко А.С.;Командир разведгруппы. За линией фронта.;М.;2013;384;44;;
2637;Терещенко А.С., Вдовин А.;"Из СМЕРШа в ГРУ. ""Император спецслужб"".";М.;2013;416;44;;
2638;Белов В.И.;Когда воскреснет Россия?;М.;2013;352;44;;
2639;Баженова А.И.;Легенды и боги древних славян.;М.;2013;576;44;;
2640;Шебаршин Л.В.;КГБ шутит. Афоризмы от начальника советской разведки.;М.;2013;320;44;;
2641;Малявин М.;Записки психиатра, или Всем галоперидолу за счет заведения.;М.;2013;288;44;ил.;
2642;Малявин М.;Новые записки психиатра, или Барбухайка, на выезд!;М.;2012;316;44;;
2643;Калеро П.Г.;Философия с шуткой. О великих философах и их учениях.;М.;2011;224;44;;
2644;Люттвак Э.Н.;Стратегия Византийской империи.;М.;2012;656;44;ил.;
2645;Козлов П.К.;Тибет и Далай-лама. Мертвый город Хара-Хото.;М.;2013;464;44;ил.;
2646;Лазарев М.П.;Три кругосветных путешествия.;М.;2013;480;44;ил.;
2647;Степанов С.А.;Черная сотня. Что они сделали для величия России?;М.;2013;672;44;;
2648;;Азбука чувств.;М.;2012;200;44;ил.;
2649;Агеева Р.А.;Как появились названия рек и озёр: Популярная гидронимика.;М.;2012;288;44;24 с. цв. ил.;
2650;Большаков В.В.;Сердюков и женский батальон. Куда смотрит Путин?;М.;2013;416;44;;
2651;Прозоров Л.Р., Калинкина Е.А.;Вещая Русь. Языческие заговоры и арийский обряд.;М.;2012;320;2;;
2652;Фроянов И.Я.;Древняя Русь IX - XIII веков. Народные движения. Княжеская и вечевая власть.;М.;2012;1088;44;ил.;
2653;Романов Б.;Люди и нравы Древней Руси.;М.;2013;224;44;;
2654;Бердинских В.;Русская деревня: быт и нравы.;М.;2013;272;44;;
2655;Левыкин К.Г.;Памятью сердца в минувшее…;М.;2004;600;44;ил.;
2656;Гамма Э., Хелм Р., Джонсон Р., Влиссидес Дж.;Приемы объектно-ориентированного проектирования. Паттерны проектирования.;Спб.;2013;368;44;ил.;
2657;Хокинг С.;Кратчайшая история времени. Пер. с англ.;Спб.;2013;180;44;;
2658;Васильева Л.Н.;Евдокия Московская.;М.;2012;176;44;ил.;
2659;Ануфриев В.В.. Базарова Э.Л., Бицадзе Н.В.,Гончарова Н.Н., Селезнева Е.Н., Черносвитов П.Ю.;Культура русских поморов. Историко-культурогический анализ.;М.;2013;320;44;;
2660;Бехтерева Н.П.;Магия мозга и лабиринты жизни. Дополненное издание.;М.;2013;384;44;16 л. ил.;
2661;БахревскийВ.А.;Непобежденные: Герои Людиновского подполья в годы Великой Отечественной войны.;М.;2012;464;44;;
2662;Николаев Е.А., Пилюшкин И.И.;Сталинские снайперы в бою. Дуэль со смертью.;М.;2013;720;45;;
2663;Вэйллант, Джон.;Тигр. История мести и спасения.;М.;2013;448;2;;
2664;Алексиевич С.А.;Время секонд хэнд.;М.;2013;512;44;;
2665;Соколов В.;Военная агентурная разведка. История вне идеологии и политики.;М.;2013;528;45;;
2666;Шамбаров В.Е.;Песни Царской России, плененные большевиками.;М.;2013;256;44;81 ил.;
2667;Левенсон Т.;Ньютон и фальшивомонетчик. Как величайший ученый стал сыщиком.;М.;2013;416;44;;
2668;Брэгг М.;Приключения английского языка. Пер. с англ.;М.;2013;418;44;;
2669;Белов В.И.;Лад. Очерки народной эстетики.;М.;2013;512;10;;
2670;Гордин Я.А.;Ермолов.;М.;2012;608;44;ил.;
2671;Володихин Д.М.;Царь Федор Алексеевич, или  Бедный отрок.;М.;2013;272;44;ил.;
